Date,IndexName,Open,High,Low,Close,Prediction,Realized,Profitable,TTM,MaxOIStrikeCall,MaxOICall,TotalOICall,VWStrikeCall,MaxOIStrikePut,MaxOIPut,TotalOIPut,VWStrikePut,IsTTM,OICallDiff,OIPutDiff,OI_Ratio,OI_Ratio_diff,Match,MoneylessCall,MoneylessPut
2021-03-02,發行量加權股價指數,15953.8,16262.91,15946.88,15946.88,,,,,,,,,,,,,,,,,,,,
2021-03-03,發行量加權股價指數,15946.88,16211.73,15884.55,16211.73,,,,,,,,,,,,,,,,,,,,
2021-03-04,發行量加權股價指數,16211.73,16211.73,15840.99,15906.41,,,,,,,,,,,,,,,,,,,,
2021-03-05,發行量加權股價指數,15906.41,15934.43,15636.43,15855.23,,,,,,,,,,,,,,,,,,,,
2021-03-08,發行量加權股價指數,15855.23,16074.97,15816.5,15820.11,,,,,,,,,,,,,,,,,,,,
2021-03-09,發行量加權股價指數,15820.11,15864.26,15657.92,15853.09,,,,,,,,,,,,,,,,,,,,
2021-03-10,發行量加權股價指數,15853.09,15986.07,15853.09,15911.67,,,,,,,,,,,,,,,,,,,,
2021-03-11,發行量加權股價指數,15911.67,16216.22,15911.67,16179.56,,,,,,,,,,,,,,,,,,,,
2021-03-12,發行量加權股價指數,16179.56,16298.03,16166.35,16255.18,,,,,,,,,,,,,,,,,,,,
2021-03-15,發行量加權股價指數,16255.18,16281.91,16194.91,16249.33,,,,,,,,,,,,,,,,,,,,
2021-03-16,發行量加權股價指數,16249.33,16340.66,16244.99,16313.16,,,,,,,,,,,,,,,,,,,,
2021-03-17,發行量加權股價指數,16313.16,16349.21,16166.35,16215.82,,,,,,,,,,,,,,,,,,,,
2021-03-18,發行量加權股價指數,16215.82,16410.02,16215.82,16287.84,,,,202104,17000.0,13378.0,66796.0,16845.45182346248,15000.0,11200.0,73272.0,15477.350147396004,0.0,,,-0.09,,,-0.04,0.09
2021-03-19,發行量加權股價指數,16287.84,16287.84,16022.17,16070.24,,,,202104,17000.0,13288.0,78528.0,16999.14425427873,15000.0,12310.0,79108.0,15357.44046114173,0.0,11732.0,5836.0,-0.01,0.08,,-0.05,0.07
2021-03-22,發行量加權股價指數,16070.24,16235.63,15983.77,16189.22,C > O,C > O,Earned,202104,17000.0,14478.0,86206.0,16975.233742430923,15000.0,13092.0,86968.0,15422.663508416888,0.0,7678.0,7860.0,-0.01,0.0,1.0,-0.05,0.08
2021-03-23,發行量加權股價指數,16189.22,16351.38,16166.29,16177.59,C < O,C < O,,202104,17000.0,15300.0,90638.0,16898.117787241554,15000.0,13644.0,90372.0,15501.431859425486,0.0,4432.0,3404.0,0.0,0.01,1.0,-0.05,0.08
2021-03-24,發行量加權股價指數,16177.59,16177.59,15967.95,16032.12,C > O,C < O,,202104,17000.0,15350.0,98932.0,16807.777058990014,15000.0,22740.0,103398.0,15436.847908083328,0.0,8294.0,13026.0,-0.04,-0.04,0.0,-0.06,0.07
2021-03-25,發行量加權股價指數,16032.12,16146.58,15944.96,16060.14,C < O,C > O,Earned,202104,17000.0,14542.0,105520.0,16846.565579984835,15000.0,24456.0,108662.0,15206.649978833448,0.0,6588.0,5264.0,-0.03,0.010000000000000002,0.0,-0.06,0.07
2021-03-26,發行量加權股價指數,16060.14,16325.62,16060.14,16305.88,C > O,C > O,Earned,202104,17000.0,15824.0,105240.0,16867.60167236792,15000.0,22868.0,111278.0,15369.32367583889,0.0,-280.0,2616.0,-0.05,-0.020000000000000004,1.0,-0.04,0.09
2021-03-29,發行量加權股價指數,16305.88,16520.89,16305.88,16475.97,,,,202104,17000.0,17678.0,104088.0,16885.24709860887,15000.0,22752.0,118182.0,15601.047536849943,0.0,-1152.0,6904.0,-0.12,-0.06999999999999999,,-0.03,0.1
2021-03-30,發行量加權股價指數,16475.97,16556.19,16438.4,16554.9,,,,202104,17000.0,17982.0,104906.0,16889.257049167827,15000.0,23118.0,123370.0,15617.36564805058,0.0,818.0,5188.0,-0.15,-0.03,,-0.03,0.1
2021-03-31,發行量加權股價指數,16554.9,16554.9,16427.2,16431.13,C < O,C < O,Earned,202104,17000.0,19218.0,116132.0,16767.848654978818,15000.0,23786.0,126868.0,15431.866191632247,0.0,11226.0,3498.0,-0.08,0.06999999999999999,1.0,-0.03,0.1
2021-04-01,發行量加權股價指數,16431.13,16602.47,16431.13,16571.28,C > O,C > O,Earned,202104,17000.0,21880.0,123566.0,16779.02497450755,15000.0,23806.0,129340.0,15468.500077315603,0.0,7434.0,2472.0,-0.04,0.04,1.0,-0.03,0.1
2021-04-06,發行量加權股價指數,16571.28,16804.45,16571.28,16739.87,C > O,C > O,Earned,202104,16800.0,19842.0,119902.0,16795.3078347317,15000.0,23834.0,136606.0,15786.047464972256,0.0,-3664.0,7266.0,-0.12,-0.07999999999999999,1.0,-0.0,0.12
2021-04-07,發行量加權股價指數,16739.87,16816.34,16715.32,16815.36,,,,202104,16800.0,19854.0,122378.0,16847.209465753647,15000.0,23354.0,143926.0,15842.121645845782,0.0,2476.0,7320.0,-0.15,-0.03,,0.0,0.12
2021-04-08,發行量加權股價指數,16815.36,16926.72,16735.78,16926.44,C < O,C > O,Earned,202104,17100.0,18712.0,125680.0,16868.78898790579,15000.0,22788.0,145468.0,15862.75332031787,0.0,3302.0,1542.0,-0.14,0.009999999999999981,0.0,-0.01,0.13
2021-04-09,發行量加權股價指數,16926.44,17016.13,16815.59,16854.1,C > O,C < O,Earned,202104,17000.0,20098.0,132832.0,17014.940676945313,16000.0,24164.0,145480.0,15869.807533681605,0.0,7152.0,12.0,-0.09,0.05000000000000002,0.0,-0.01,0.05
2021-04-12,發行量加權股價指數,16854.1,16979.35,16793.54,16859.7,C > O,C > O,Earned,202104,17000.0,19580.0,135546.0,17026.339397695247,16000.0,25346.0,147514.0,15878.092926773052,0.0,2714.0,2034.0,-0.08,0.009999999999999995,1.0,-0.01,0.05
2021-04-13,發行量加權股價指數,16859.7,17041.37,16802.22,16824.91,C > O,C < O,Earned,202104,17000.0,18474.0,138704.0,17032.764736417117,15000.0,23204.0,148770.0,15929.28144115077,0.0,3158.0,1256.0,-0.07,0.009999999999999995,0.0,-0.01,0.12
2021-04-14,發行量加權股價指數,16824.91,16935.39,16559.57,16865.97,C > O,C > O,Earned,202104,17000.0,24396.0,151268.0,17037.521485046407,16000.0,29160.0,173520.0,16032.352466574459,0.0,12564.0,24750.0,-0.13,-0.06,1.0,-0.01,0.05
2021-04-15,發行量加權股價指數,16865.97,17076.73,16851.06,17076.73,C < O,C > O,,202104,17300.0,27000.0,189990.0,17195.178693615453,16000.0,28348.0,221402.0,16213.50936305905,0.0,38722.0,47882.0,-0.14,-0.010000000000000009,0.0,-0.01,0.07
2021-04-16,發行量加權股價指數,17076.73,17158.81,16998.91,17158.81,C < O,C > O,Earned,202104,17500.0,34960.0,206272.0,17251.356461371393,16000.0,27968.0,229110.0,16374.899393304526,0.0,16282.0,7708.0,-0.1,0.04000000000000001,0.0,-0.02,0.07
2021-04-19,發行量加權股價指數,17158.81,17294.15,17135.52,17263.28,C > O,C > O,Earned,202104,17500.0,39342.0,204322.0,17284.822975499457,17000.0,33254.0,258422.0,16494.429653822044,0.0,-1950.0,29312.0,-0.21,-0.10999999999999999,1.0,-0.01,0.02
2021-04-20,發行量加權股價指數,17263.28,17323.87,17175.02,17323.87,,,,202104,17500.0,44392.0,229242.0,17361.28283647848,17000.0,38522.0,263870.0,16573.894720885284,0.0,24920.0,5448.0,-0.13,0.07999999999999999,,-0.01,0.02
2021-04-21,發行量加權股價指數,17323.87,17323.87,17167.39,17202.11,,,,202105,17500.0,7978.0,51908.0,17543.21877167296,16000.0,9650.0,74450.0,16053.657488247145,0.0,-177334.0,-189420.0,-0.3,-0.16999999999999998,,-0.02,0.08
2021-04-22,發行量加權股價指數,17202.11,17428.15,17066.17,17096.97,,,,202105,17800.0,8370.0,66512.0,17624.476786143852,16000.0,23248.0,117228.0,15866.141194936363,0.0,14604.0,42778.0,-0.43,-0.13,,-0.04,0.07
2021-04-23,發行量加權股價指數,17096.97,17300.27,17055.48,17300.27,C < O,C > O,,202105,17500.0,10892.0,78798.0,17544.551892180003,16000.0,26652.0,123738.0,15968.982850862305,0.0,12286.0,6510.0,-0.36,0.07,0.0,-0.01,0.08
2021-04-26,發行量加權股價指數,17300.27,17572.29,17300.27,17572.29,C > O,C > O,Earned,202105,17700.0,10118.0,80062.0,17648.524893207763,16000.0,30812.0,125460.0,16044.034752112228,0.0,1264.0,1722.0,-0.36,0.0,1.0,-0.01,0.1
2021-04-27,發行量加權股價指數,17572.29,17630.19,17489.71,17595.9,C < O,C > O,Earned,202105,17800.0,10456.0,85546.0,17737.904752998387,16000.0,32860.0,132734.0,16081.786128648275,0.0,5484.0,7274.0,-0.36,0.0,0.0,-0.01,0.1
2021-04-28,發行量加權股價指數,17595.9,17628.81,17497.74,17567.53,C < O,C < O,Earned,202105,17800.0,11752.0,90798.0,17743.853388841162,16000.0,34508.0,134862.0,16176.101496344412,0.0,5252.0,2128.0,-0.33,0.02999999999999997,1.0,-0.01,0.1
2021-04-29,發行量加權股價指數,17567.53,17709.23,17548.3,17566.66,C > O,C < O,Earned,202105,18000.0,13886.0,95722.0,17766.191680073545,16000.0,32686.0,142174.0,16189.692911502807,0.0,4924.0,7312.0,-0.33,0.0,0.0,-0.02,0.1
2021-05-03,發行量加權股價指數,17566.66,17566.66,17222.35,17222.35,C < O,C < O,Earned,202105,18000.0,18420.0,121292.0,17769.227978761995,16000.0,34264.0,153822.0,16172.769824862504,0.0,25570.0,11648.0,-0.21,0.12000000000000002,1.0,-0.04,0.08
2021-05-04,發行量加權股價指數,17222.35,17328.55,16647.61,16933.78,C > O,C < O,Earned,202105,18000.0,19682.0,137670.0,17669.579429069516,16000.0,30474.0,138830.0,16077.219621119355,0.0,16378.0,-14992.0,-0.01,0.19999999999999998,0.0,-0.06,0.06
2021-05-05,發行量加權股價指數,16933.78,17052.2,16843.44,16843.44,,,,202105,18000.0,19952.0,143606.0,17656.334693536483,16000.0,27866.0,141384.0,16101.498047869633,0.0,5936.0,2554.0,0.02,0.03,,-0.06,0.05
2021-05-06,發行量加權股價指數,16843.44,17088.73,16764.71,16994.36,C > O,C > O,Earned,202105,18000.0,20014.0,150164.0,17646.054979888657,16000.0,25604.0,157080.0,16253.12324929972,0.0,6558.0,15696.0,-0.04,-0.06,1.0,-0.06,0.06
2021-05-07,發行量加權股價指數,16994.36,17285.0,16994.36,17285.0,C < O,C > O,,202105,17500.0,18778.0,145486.0,17654.395611948916,16000.0,24448.0,178124.0,16355.282836675575,0.0,-4678.0,21044.0,-0.18,-0.13999999999999999,0.0,-0.01,0.08
2021-05-10,發行量加權股價指數,17285.0,17304.47,17188.15,17235.61,,,,202105,18000.0,18914.0,151450.0,17655.43347639485,16000.0,24572.0,182628.0,16424.13430580196,0.0,5964.0,4504.0,-0.17,0.009999999999999981,,-0.04,0.08
2021-05-11,發行量加權股價指數,17235.61,17235.61,16460.87,16583.13,C > O,C < O,,202105,17200.0,21098.0,162418.0,17461.27645950572,16400.0,21202.0,156212.0,16406.60256574399,0.0,10968.0,-26416.0,0.04,0.21000000000000002,0.0,-0.04,0.01
2021-05-12,發行量加權股價指數,16583.13,16583.13,15165.27,15902.37,,,,202105,17000.0,25588.0,166654.0,17307.235349886592,16900.0,17576.0,138984.0,16182.993725896506,0.0,4236.0,-17228.0,0.2,0.16,,-0.06,-0.06
2021-05-13,發行量加權股價指數,15902.37,16031.93,15368.54,15670.1,,,,202105,17000.0,27082.0,168932.0,17123.871143418655,15000.0,23694.0,154022.0,15574.802300969992,0.0,2278.0,15038.0,0.1,-0.1,,-0.08,0.04
2021-05-14,發行量加權股價指數,15670.1,16075.48,15670.1,15827.09,C < O,C > O,,202105,17000.0,24854.0,168426.0,17053.93347820408,15000.0,33958.0,175962.0,15281.39371000557,0.0,-506.0,21940.0,-0.04,-0.14,0.0,-0.07,0.06
2021-05-17,發行量加權股價指數,15827.09,15827.09,15159.86,15353.89,,,,202105,16500.0,22864.0,175520.0,16781.271649954422,15000.0,33150.0,172058.0,15175.92439758686,0.0,7094.0,-3904.0,0.02,0.06,,-0.07,0.02
2021-05-18,發行量加權股價指數,15353.89,16153.77,15353.89,16145.98,,,,202105,16500.0,24060.0,171952.0,16765.439192332746,15000.0,33810.0,201080.0,15114.402227968967,0.0,-3568.0,29022.0,-0.14,-0.16,,-0.02,0.08
2021-05-19,發行量加權股價指數,16145.98,16273.98,16009.76,16132.66,,,,202106,18000.0,7502.0,53000.0,17547.984905660378,15800.0,18552.0,84896.0,14362.865152657369,0.0,-118952.0,-116184.0,-0.38,-0.24,,-0.1,0.02
2021-05-20,發行量加權股價指數,16132.66,16154.08,15943.45,16042.36,,,,202106,17000.0,7782.0,58998.0,17160.225770365098,15800.0,19726.0,95246.0,14314.203221132646,0.0,5998.0,10350.0,-0.38,0.0,,-0.06,0.02
2021-05-21,發行量加權股價指數,16042.36,16431.14,16042.36,16302.06,C < O,C > O,,202106,17000.0,8762.0,62192.0,17200.498456393107,15800.0,19508.0,97430.0,14311.528276711486,0.0,3194.0,2184.0,-0.36,0.020000000000000018,0.0,-0.04,0.03
2021-05-24,發行量加權股價指數,16302.06,16397.59,16136.97,16338.29,C > O,C > O,Earned,202106,17000.0,9598.0,64888.0,16903.23942793737,15800.0,19874.0,111846.0,14551.882052107361,0.0,2696.0,14416.0,-0.42,-0.06,1.0,-0.04,0.03
2021-05-25,發行量加權股價指數,16338.29,16657.6,16338.29,16595.67,C < O,C > O,,202106,17000.0,9550.0,72202.0,17393.811805767153,15200.0,22350.0,132176.0,14787.633155792277,0.0,7314.0,20330.0,-0.45,-0.030000000000000027,0.0,-0.02,0.09
2021-05-26,發行量加權股價指數,16595.67,16706.29,16523.23,16643.69,C < O,C > O,Earned,202106,17000.0,9688.0,74862.0,17408.340680184872,15200.0,22294.0,138812.0,14778.321758925742,0.0,2660.0,6636.0,-0.46,-0.010000000000000009,0.0,-0.02,0.09
2021-05-27,發行量加權股價指數,16643.69,16643.69,16419.42,16601.61,C < O,C < O,Earned,202106,17000.0,11422.0,79974.0,17470.25533298322,15200.0,22228.0,143634.0,14773.722099224418,0.0,5112.0,4822.0,-0.44,0.020000000000000018,1.0,-0.02,0.09
2021-05-28,發行量加權股價指數,16601.61,16889.01,16601.61,16870.86,C > O,C > O,Earned,202106,17000.0,11336.0,80192.0,17542.657621707902,15800.0,25670.0,152288.0,14828.94778314772,0.0,218.0,8654.0,-0.47,-0.02999999999999997,1.0,-0.01,0.07
2021-05-31,發行量加權股價指數,16870.86,17113.33,16870.86,17068.43,C < O,C > O,,202106,17000.0,10384.0,78812.0,17602.722935593563,15800.0,29524.0,162096.0,15036.297009179745,0.0,-1380.0,9808.0,-0.51,-0.040000000000000036,0.0,0.0,0.08
2021-06-01,發行量加權股價指數,17068.43,17184.3,17060.45,17162.38,,,,202106,17000.0,9890.0,79780.0,17650.24818250188,15800.0,32142.0,168022.0,15050.729071193058,0.0,968.0,5926.0,-0.53,-0.020000000000000018,,0.01,0.09
2021-06-02,發行量加權股價指數,17162.38,17274.66,17056.42,17165.04,C < O,C > O,Earned,202106,18000.0,10770.0,84716.0,17708.25818027291,15800.0,32852.0,169834.0,15094.386283076416,0.0,4936.0,1812.0,-0.5,0.030000000000000027,0.0,-0.05,0.09
2021-06-03,發行量加權股價指數,17165.04,17311.28,17165.04,17246.16,C > O,C > O,Earned,202106,18000.0,11322.0,84948.0,17743.84093798559,15800.0,32958.0,172978.0,15239.628160806576,0.0,232.0,3144.0,-0.51,-0.010000000000000009,1.0,-0.04,0.09
2021-06-04,發行量加權股價指數,17246.16,17246.16,17084.49,17147.41,C < O,C < O,Earned,202106,18000.0,12174.0,90862.0,17725.11721071515,15800.0,32994.0,172342.0,15250.332478444025,0.0,5914.0,-636.0,-0.47,0.040000000000000036,1.0,-0.05,0.09
2021-06-07,發行量加權股價指數,17147.41,17189.23,16775.85,17083.91,,,,202106,17400.0,14768.0,105724.0,17733.00102152775,15800.0,32168.0,170858.0,15246.135387280667,0.0,14862.0,-1484.0,-0.38,0.08999999999999997,,-0.02,0.08
2021-06-08,發行量加權股價指數,17083.91,17181.52,17056.53,17076.21,,,,202106,17400.0,16978.0,112280.0,17721.996793729963,15800.0,31896.0,175644.0,15380.542460886794,0.0,6556.0,4786.0,-0.36,0.020000000000000018,,-0.02,0.08
2021-06-09,發行量加權股價指數,17076.21,17082.52,16907.43,16966.22,C > O,C < O,,202106,17500.0,19544.0,140780.0,17649.535445375765,15800.0,34408.0,185348.0,15494.977016207351,0.0,28500.0,9704.0,-0.24,0.12,0.0,-0.03,0.07
2021-06-10,發行量加權股價指數,16966.22,17159.22,16966.22,17159.22,C > O,C > O,Earned,202106,17500.0,26756.0,160402.0,17641.228912357703,15800.0,35182.0,224826.0,16114.498323147678,0.0,19622.0,39478.0,-0.29,-0.04999999999999999,1.0,-0.02,0.09
2021-06-11,發行量加權股價指數,17159.22,17278.55,17159.22,17213.52,C < O,C > O,,202106,17500.0,31134.0,167158.0,17521.095011904905,15800.0,34860.0,236340.0,16304.588304984345,0.0,6756.0,11514.0,-0.29,0.0,0.0,-0.02,0.09
2021-06-15,發行量加權股價指數,17213.52,17371.29,17213.52,17371.29,C < O,C > O,,202106,17500.0,42084.0,182282.0,17721.134835035824,15800.0,34736.0,225958.0,16513.083847440674,0.0,15124.0,-10382.0,-0.19,0.09999999999999998,0.0,-0.01,0.1
2021-06-16,發行量加權股價指數,17371.29,17398.22,17275.02,17307.86,,,,202107,17500.0,5482.0,35586.0,17958.43309166526,15200.0,7654.0,47672.0,16273.573586172177,0.0,-146696.0,-178286.0,-0.25,-0.06,,-0.01,0.14
2021-06-17,發行量加權股價指數,17307.86,17390.61,17150.52,17390.61,,,,202107,17500.0,9260.0,53544.0,18014.80651426864,16000.0,7756.0,54746.0,16355.324589924378,0.0,17958.0,7074.0,-0.02,0.23,,-0.01,0.09
2021-06-18,發行量加權股價指數,17390.61,17417.5,17318.54,17318.54,C > O,C < O,,202107,17500.0,9396.0,57534.0,18005.43678520527,16000.0,8854.0,58226.0,16373.568508913544,0.0,3990.0,3480.0,-0.01,0.01,0.0,-0.01,0.08
2021-06-21,發行量加權股價指數,17318.54,17318.54,17023.31,17062.98,C > O,C < O,,202107,17500.0,10170.0,74120.0,17964.06368051808,16000.0,10854.0,72036.0,16053.936920428674,0.0,16586.0,13810.0,0.03,0.04,0.0,-0.02,0.07
2021-06-22,發行量加權股價指數,17062.98,17270.47,17062.98,17075.55,C > O,C > O,Earned,202107,17500.0,11338.0,80984.0,17948.083572063617,16000.0,11722.0,76766.0,16135.005080374123,0.0,6864.0,4730.0,0.05,0.020000000000000004,1.0,-0.02,0.07
2021-06-23,發行量加權股價指數,17075.55,17375.79,17075.55,17336.71,C > O,C > O,Earned,202107,17500.0,12674.0,83930.0,17999.91421422614,16000.0,12414.0,81952.0,16226.835220616946,0.0,2946.0,5186.0,0.02,-0.030000000000000002,1.0,-0.01,0.08
2021-06-24,發行量加權股價指數,17336.71,17439.63,17319.89,17407.96,C < O,C > O,,202107,17500.0,12068.0,83746.0,18076.581568074893,16000.0,15420.0,88888.0,16123.820988209882,0.0,-184.0,6936.0,-0.06,-0.08,0.0,-0.01,0.09
2021-06-25,發行量加權股價指數,17407.96,17597.33,17407.96,17502.99,,,,202107,17500.0,11204.0,84952.0,18081.022224314907,16000.0,15814.0,91948.0,16267.305433505895,0.0,1206.0,3060.0,-0.08,-0.020000000000000004,,0.0,0.09
2021-06-28,發行量加權股價指數,17502.99,17595.51,17481.23,17590.97,C < O,C > O,,202107,17500.0,11176.0,86914.0,18113.48459396645,16000.0,16128.0,95236.0,16286.545003990088,0.0,1962.0,3288.0,-0.09,-0.009999999999999995,0.0,0.01,0.1
2021-06-29,發行量加權股價指數,17590.97,17713.24,17541.14,17598.19,C < O,C > O,,202107,17500.0,11740.0,91452.0,18187.66566067445,16000.0,16464.0,100066.0,16296.554274179041,0.0,4538.0,4830.0,-0.09,0.0,0.0,0.01,0.1
2021-06-30,發行量加權股價指數,17598.19,17797.27,17598.19,17755.46,C < O,C > O,,202107,18000.0,12190.0,95648.0,18218.068333890933,16000.0,17124.0,105108.0,16328.034022148648,0.0,4196.0,5042.0,-0.09,0.0,0.0,-0.01,0.11
2021-07-01,發行量加權股價指數,17755.46,17863.9,17644.36,17713.94,C < O,C < O,Earned,202107,18000.0,15208.0,102666.0,18228.322911187734,16000.0,16974.0,108558.0,16352.278044916082,0.0,7018.0,3450.0,-0.05,0.039999999999999994,1.0,-0.02,0.11
2021-07-02,發行量加權股價指數,17713.94,17795.88,17676.98,17710.15,C > O,C < O,Earned,202107,18000.0,17328.0,106602.0,18226.806251289843,17000.0,17866.0,114054.0,16379.318568397426,0.0,3936.0,5496.0,-0.07,-0.020000000000000004,0.0,-0.02,0.04
2021-07-05,發行量加權股價指數,17710.15,17945.52,17710.15,17919.33,C < O,C > O,,202107,18000.0,24866.0,110768.0,18215.37628195869,17000.0,19166.0,116548.0,16443.865188591826,0.0,4166.0,2494.0,-0.05,0.020000000000000004,0.0,-0.0,0.05
2021-07-06,發行量加權股價指數,17919.33,18008.37,17895.78,17913.07,C > O,C < O,Earned,202107,18000.0,24444.0,113610.0,18216.586568083796,17000.0,20784.0,120204.0,16461.215932914045,0.0,2842.0,3656.0,-0.05,0.0,0.0,-0.0,0.05
